# Logfile created on Wed Jul 28 01:06:53 +0000 2010 by logger.rb/22285
I, [2010-07-28T01:06:53.170170 #10820]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/deployments.js?filter[]=nickname=MY51-ec2-west-580204-RightImage_Ubuntu_9.10_x64_v4.5&
I, [2010-07-28T01:06:53.316775 #10819]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/deployments.js?filter[]=nickname=MY51-ec2-east-418214-RightImage_Ubuntu_9.10_i386_v4.5&
I, [2010-07-28T01:06:53.344461 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536.js?
I, [2010-07-28T01:06:53.470578 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536/executables.js?
I, [2010-07-28T01:06:53.495927 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536.js?
I, [2010-07-28T01:06:53.607625 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536/executables.js?
I, [2010-07-28T01:06:53.710854 #10820]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/server_templates.js?
I, [2010-07-28T01:06:53.805317 #10819]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/server_templates.js?
I, [2010-07-28T01:06:55.783831 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/42160/executables.js?
I, [2010-07-28T01:06:56.062791 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/42160/executables.js?
I, [2010-07-28T01:06:56.070492 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536.js?
I, [2010-07-28T01:06:56.206778 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536/executables.js?
I, [2010-07-28T01:06:56.242371 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536.js?
I, [2010-07-28T01:06:56.371766 #10820]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/server_templates.js?
I, [2010-07-28T01:06:56.404753 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/46536/executables.js?
I, [2010-07-28T01:06:56.725870 #10819]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/server_templates.js?
I, [2010-07-28T01:06:58.448050 #10820]  INFO -- : GET: /api/acct/2901/ec2_server_templates/42160/executables.js?
I, [2010-07-28T01:06:58.762340 #10819]  INFO -- : GET: /api/acct/2901/ec2_server_templates/42160/executables.js?
I, [2010-07-28T01:06:58.770388 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:06:58.910856 #10820]  INFO -- : tempserver-MySQL 5.1 EBS v2 (Sprint 19) is stopped
I, [2010-07-28T01:06:58.954177 #10819]  INFO -- : POST: /api/acct/2901/servers/796347/run_executable
I, [2010-07-28T01:06:58.954305 #10819]  INFO -- : 	request body: {"server":{"right_script_href":"https://my.rightscale.com/api/acct/2901/right_scripts/239538","parameters":{"DB_TERMINATE_SAFETY":"text:off"}}}
I, [2010-07-28T01:06:59.015468 #10820]  INFO -- : GET: /api/acct/2901/servers/796344.js?
I, [2010-07-28T01:06:59.087373 #10820]  INFO -- : tempserver-MySQL 5.1 EBS v2 (Sprint 19) is stopped
I, [2010-07-28T01:06:59.123136 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:06:59.123267 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"DB_LINEAGE_NAME":"text:testlineage750014"}}}
I, [2010-07-28T01:06:59.383640 #10820]  INFO -- : PUT: /api/acct/2901/servers/796343
I, [2010-07-28T01:06:59.383763 #10820]  INFO -- : 	request body: {"server":{"parameters":{"DB_LINEAGE_NAME":"text:"}}}
I, [2010-07-28T01:06:59.563852 #10820]  INFO -- : PUT: /api/acct/2901/servers/796344
I, [2010-07-28T01:06:59.563969 #10820]  INFO -- : 	request body: {"server":{"parameters":{"DB_LINEAGE_NAME":"text:"}}}
I, [2010-07-28T01:06:59.720068 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:06:59.720193 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"EBS_STRIPE_COUNT":"text:1"}}}
I, [2010-07-28T01:07:00.119411 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:07:00.119542 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"MASTER_DB_DNSID":"text:5425626"}}}
I, [2010-07-28T01:07:00.328718 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:07:00.328865 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"SLAVE_DB_DNSID":"text:5425627"}}}
I, [2010-07-28T01:07:00.624117 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:07:00.624249 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"SLAVE_DB_DNSNAME":"text:vmonk14-slave.test.rightscale.com"}}}
I, [2010-07-28T01:07:01.778905 #10820]  INFO -- : PUT: /api/acct/2901/deployments/51749
I, [2010-07-28T01:07:01.779060 #10820]  INFO -- : 	request body: {"deployment":{"parameters":{"MASTER_DB_DNSNAME":"text:vmonk14-master.test.rightscale.com"}}}
I, [2010-07-28T01:07:02.634299 #10820]  INFO -- : POST: /api/acct/2901/servers/796343/start
I, [2010-07-28T01:07:06.994107 #10820]  INFO -- : POST: /api/acct/2901/servers/796344/start
I, [2010-07-28T01:07:09.553651 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:09.658208 #10820]  INFO -- : tempserver-MySQL 5.1 EBS v2 (Sprint 19) is bidding
I, [2010-07-28T01:07:14.668043 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:14.699003 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:19.918036 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:19.952020 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:25.048055 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:25.078112 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:30.168029 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:30.233676 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:35.358061 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:35.388699 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:40.558028 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:40.592382 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:45.698027 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:45.728528 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:51.588068 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:51.651698 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:07:56.788071 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:07:56.821867 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:02.648031 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:02.682293 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:07.768163 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:07.824534 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:12.928068 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:12.962035 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:18.108059 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:18.139549 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:23.238033 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:23.272240 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
I, [2010-07-28T01:08:28.488064 #10820]  INFO -- : waiting for server tempserver-MySQL 5.1 EBS v2 (Sprint 19) to go operational, state is bidding
I, [2010-07-28T01:08:28.518618 #10820]  INFO -- : GET: /api/acct/2901/servers/796343.js?
