# Logfile created on Tue Jul 27 15:51:37 +0000 2010 by logger.rb/22285
I, [2010-07-27T15:51:37.401343 #7876]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/deployments.js?filter[]=nickname=MY50-ec2-west-409582-RightImage_CentOS_5.4_i386_v4.4&
I, [2010-07-27T15:51:37.597779 #7876]  INFO -- : GET: /api/acct/2901/ec2_server_templates/27418.js?
I, [2010-07-27T15:51:37.767162 #7876]  INFO -- : GET: /api/acct/2901/ec2_server_templates/27418/executables.js?
I, [2010-07-27T15:51:39.431269 #7876]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/server_templates.js?
I, [2010-07-27T15:51:42.097710 #7876]  INFO -- : GET: /api/acct/2901/ec2_server_templates/42160/executables.js?
I, [2010-07-27T15:51:43.043904 #7876]  INFO -- : GET: /api/acct/2901/servers/795770.js?
I, [2010-07-27T15:51:43.271481 #7876]  INFO -- : tempserver-MySQL 5.0 EBS v2 (Sprint 19) is stopped
I, [2010-07-27T15:51:43.304231 #7876]  INFO -- : GET: /api/acct/2901/servers/795771.js?
I, [2010-07-27T15:51:43.425258 #7876]  INFO -- : tempserver-MySQL 5.0 EBS v2 (Sprint 19) is stopped
I, [2010-07-27T15:51:43.459598 #7876]  INFO -- : GET: /api/acct/2901/servers/795772.js?
I, [2010-07-27T15:51:44.346627 #7876]  INFO -- : tempserver-MySQL 5.0 EBS v2 (Sprint 19) is stopped
I, [2010-07-27T15:51:44.380869 #7876]  INFO -- : PUT: /api/acct/2901/deployments/51556
I, [2010-07-27T15:51:44.381022 #7876]  INFO -- : 	request body: {"deployment":{"parameters":{"DB_LINEAGE_NAME":"text:testlineage453547"}}}
I, [2010-07-27T15:51:44.611882 #7876]  INFO -- : PUT: /api/acct/2901/servers/795770
I, [2010-07-27T15:51:44.612017 #7876]  INFO -- : 	request body: {"server":{"parameters":{"DB_LINEAGE_NAME":"text:"}}}
I, [2010-07-27T15:51:44.847171 #7876]  INFO -- : PUT: /api/acct/2901/servers/795771
I, [2010-07-27T15:51:44.847299 #7876]  INFO -- : 	request body: {"server":{"parameters":{"DB_LINEAGE_NAME":"text:"}}}
I, [2010-07-27T15:51:45.077193 #7876]  INFO -- : PUT: /api/acct/2901/servers/795772
